
*                 FILE                 DATE               TARGET                 FOIL          CURRENT_MAX          CURRENT_MIN          CURRENT_AVE          CURRENT_STD          VOLTAGE_MAX          VOLTAGE_MIN          VOLTAGE_AVE          VOLTAGE_STD                HFLOW            RATIO_MAX            RATIO_MIN            RATIO_AVE            RATIO_STD SOURCE_PERFORMANCE_AVE SOURCE_PERFORMANCE_STD
$                  %le                   %s                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le
                  4987           2020-10-28                    1                    1                  534                  422        515.434927697        15.8260242655                  462                  407        416.602150538        6.43786385667                  4.5        5.35606820461        4.35950413223        5.15533088121       0.149728966081       0.219117647059                    0
                  4988           2020-10-28                    1                    2                  539                  416        520.308201058        17.0117653999                  465                  407        415.508377425        6.88654724759                  4.5        5.42338709677        4.36974789916         5.2046006531       0.160010814457       0.228358208955                    0
                  4991           2020-10-29                    1                    2                  543                  411        504.612205485        21.3014619342                  470                  405        420.642332947        8.68825786692                  4.5        5.46286876907        4.28571428571        5.05245497468       0.211673243276       0.214084507042                    0
                  4992           2020-10-29                    1                    2                  516                  430        507.171729445        11.8425471984                  457                  414        420.000810045        4.92199164708                  4.5        5.21916411825        4.44214876033          5.073049977       0.113763158338       0.225373134328                    0
                  4993           2020-10-29                    1                    2                  480                  387        454.722772277        18.7506402858                  483                  432        443.678217822        9.35284257061                  4.5        4.82862903226         4.0354535975        4.57481189114       0.182977443531       0.221538461538                    0
                  4995           2020-10-30                    1                    2                  531                  396        495.940590112         16.363764428                  479                  410        424.096491228        6.81185549233                  4.5         5.3807106599        4.10788381743        4.96786206923       0.164385706494       0.217910447761                    0
                  4996           2020-10-30                    1                    2                  514                  403        500.885453825        13.7019964661                  470                  416        422.658343242         5.9191103027                  4.5        5.18781725888         4.1632231405        5.01291545983       0.130673342096       0.232307692308                    0
                  4997           2020-10-30                    1                    2                  535                  424        511.173433584        15.5203156051                  459                  410        419.352882206        6.44154634089                  4.5        5.38849646821        4.38016528926          5.116778528       0.148431303846       0.224242424242                    0
                  4999           2020-11-02                    4                    1                  505                  393        458.806508666        16.2205261561                  476                  418        437.874425186        7.47604169891                  4.5        5.10616784631        4.01020408163          4.588294499       0.162150105017       0.227272727273                    0
                  5000           2020-11-02                    4                    1                  507                  385        485.215178014        16.7251054186                  480                  417        427.133354154        7.29515291273                  4.5        5.10659898477         3.9896373057        4.85472903343       0.164414976379       0.225757575758                    0
                  5001           2020-11-02                    4                    1                  378                  321        368.519908987          9.091332906                  528                  481        490.170648464         6.1721974457                  4.5        4.76670870113        4.16883116883        4.61229326822         0.1070253814              0.23125                    0
                  5003           2020-11-03                    4                    1                  502                  406        480.734168157        12.7773206805                  480                  418        429.000357782        5.51709004092                  4.5        5.07099391481        4.15557830092        4.80830196267       0.127468996458       0.208450704225                    0
                  5004           2020-11-03                    4                    1                  521                  408        500.884144077        16.0648501604                  468                  413        421.596360936        6.74131434516                  4.5        5.23279352227                 4.25        5.01283160778       0.157674765865       0.230769230769                    0
                  5005           2020-11-03                    4                    1                  394                  344        383.098678414        8.60298831483                  511                  473        481.618502203        5.34202946584                  4.5        4.94936708861        4.35443037975        4.79470931686       0.100713203325       0.227692307692                    0
                  5007           2020-11-04                    4                    2                  488                  399        470.306870773        10.5109324055                  474                  426        433.816304735         4.5318858947                  4.5        4.91422805247        4.15192507804        4.70392433658       0.103698319748       0.202777777778                    0
                  5008           2020-11-04                    4                    2                  516                  408        494.848934551        16.7762950084                  465                  416        424.764079148        7.23096169986                  4.5        5.18668012109         4.1975308642        4.95206531543       0.162612526137              0.23125                    0
                  5010           2020-11-05                    4                    2                  517                  421        491.170450316        15.0282940413                  461                  414        425.044659472        6.19881019303                  4.5         5.2068617558        4.31794871795        4.91511392484       0.149764417631                0.225                    0
                  5011           2020-11-05                    4                    2                  523                  377        503.473804971        16.4888276172                  493                  413        421.339961759        7.00703754392                  4.5        5.29411764706        4.09337676439        5.03441218504       0.160344186009            0.2296875                    0
                  5013           2020-11-06                    4                    2                  514                  417        488.911111111        13.0861060992                  464                  416        426.812222222        5.33860144908                  4.5        5.17623363545        4.33021806854        4.88961893274       0.131093957428       0.219117647059                    0
                  5014           2020-11-06                    4                    2                  526                  396        497.067843866         20.116853044                  479                  413        424.724907063        8.79847551908                  4.5        5.29828109201        4.09090909091        4.97741198923       0.192095221667       0.217910447761                    0
                  5015           2020-11-06                    4                    2                  540                  405        520.103037767        19.8313407554                  473                  408        417.072249589        7.92097888102                  4.5        5.45454545455        4.19689119171        5.20611183804       0.192773742734       0.219117647059                    0
                  5016           2020-11-06                    4                    2                  550                  469        532.916042781        10.9665465712                  439                  405        412.952941176         4.1604104862                  4.5        5.54655870445        4.86514522822        5.33069805294       0.106802018441       0.225373134328                    0
                  5019           2020-11-09                    4                    2                  492                  331        461.661946903        20.1914041054                  522                  424        438.912212389        9.55057758847                  4.5        4.96468213925        3.59002169197        4.61846836139       0.202069556662               0.2375                    0
                  5020           2020-11-09                    4                    3                  507                  371        480.625965997        15.6084471528                  493                  420        431.599304482        6.96789609733                  4.5        5.11088709677        4.04139433551        4.80852084927       0.150540803858            0.2296875                    0
                  5022           2020-11-10                    4                    3                  485                  380         463.21145065        14.2778724598                  486                  429        438.942044257         6.4112496981                  4.5        4.89361702128        3.98322851153        4.63398085731       0.141950773022       0.219402985075                    0
                  5023           2020-11-10                    4                    3                  506                  403        486.745651334         14.775901548                  474                  420        429.909547739        6.40728331981                  4.5        5.08559919436        4.18049792531        4.87077296841       0.142626449222       0.233846153846                    0
                  5024           2020-11-10                    4                    3                  510                  425        496.841020076        13.0634002001                  462                  418        426.243081932         5.6798804034                  4.5         5.1367781155        4.33231396534        4.97307314626       0.126450834918       0.230303030303                    0
                  5028           2020-11-12                    4                    3                  490                  373        457.561292719        18.9152808057                  492                  426        441.624442793         9.0159861257                  4.5        4.93427704752        3.86528497409        4.57648848122       0.188027310833       0.246774193548                    0
                  5029           2020-11-12                    4                    3                  507                  361         478.28708134        17.0058129073                  505                  420        433.137651822        7.84146651223                  4.5        5.12639029323        3.83227176221        4.78474974939       0.164048726889       0.237096774194                    0
                  5031           2020-11-13                    4                    3                  516                  382        474.560357675        16.9577939084                  489                  417        434.148658718        7.39309514859                  4.5        5.17587939698        4.03379091869        4.74799263498       0.168275173172       0.231343283582                    0
                  5032           2020-11-13                    4                    3                  512                  403        492.454510557        15.4875698967                  471                  418         427.62571977        6.76771370982                  4.5         5.1567239636         4.1632231405        4.92540894865       0.150066266688             0.228125                    0
                  5034           2020-11-13                    1                    2                  504                  415        494.938496583        10.0646361435                  468                  421        427.336218679        4.48931257402                  4.5        5.07568113017        4.27835051546        4.94928197843      0.0969767462454       0.225757575758                    0
                  5036           2020-11-16                    4                    4                  460                  345        427.091690544        17.8940743423                  512                  439        456.210959885        9.64648681962                  4.5        4.63488843813         3.5457348407        4.27439724282       0.179321840571       0.236507936508                    0
                  5037           2020-11-16                    4                    4                  490                  379        463.499064721        19.7007945214                  487                  426        439.266367377        9.28696890302                  4.5        4.95951417004        3.85947046843        4.63718975939       0.194080117244       0.237096774194                    0
                  5039           2020-11-17                    4                    4                  480                  377        453.401685393        18.4471275274                  487                  430        443.685042135        8.69417348957                  4.5        4.85801217039        3.88259526262        4.53779641437        0.18603180219       0.222058823529                    0
                  5040           2020-11-17                    4                    4                  502                  382        475.471823204        13.1086210716                  486                  421        434.864825046        5.90805520571                  4.5        5.06559031282        4.05951115834        4.75578232198       0.127569983909       0.235384615385                    0
                  5041           2020-11-17                    4                    4                  512                  422        487.647391578        9.64300506179                  468                  420        430.229415462        4.26916968247                  4.5        5.15640766902          4.377593361         4.8756858938       0.093591728453       0.230303030303                    0
                  5043           2020-11-18                    4                    4                  503                  392        473.370331219        14.5201104968                  480                  423        435.533474278        6.40104158036                  4.5        5.07583417594         4.0537745605        4.73472249011       0.141343032101       0.212676056338                    0
                  5046           2020-11-19                    4                    4                  517                  408        480.069120962        15.1817350636                  471                  417        432.780616078        6.60799665222                  4.5        5.21169354839         4.1975308642        4.80116884692       0.152838739429       0.228787878788                    0
                  5047           2020-11-19                    4                    5                  520                  416        498.829779274        15.5369242629                  467                  417        425.515525627         6.6381434062                  4.5        5.23138832998        4.28865979381        4.99026472007       0.152034778583       0.235483870968                    0
                  5049           2020-11-20                    4                    5                  508                  388        486.660183486        17.9968940226                  483                  420        429.897614679        7.99464119822                  4.5        5.12121212121                    4        4.86948842743       0.174938466806       0.244262295082                    0
                  5050           2020-11-20                    4                    5                  540                  418        512.435132957          13.89215479                  467                  410        420.296937953        5.60505688308                  4.5        5.43522267206        4.37696335079        5.12646772776       0.134776639426       0.226865671642                    0
                  5052           2020-11-20                    1                    2                  511                  424        501.898383372        11.1133701044                  464                  420        424.913972286        4.79584247095                  4.5        5.16751269036        4.37564499484        5.02025106385       0.104618336752       0.227272727273                    0
                  5054           2020-11-23                    1                    3                  469                  358          442.1099631        16.0058018885                  505                  435        449.198154982        8.38388435578                  4.5        4.70351758794        3.75262054507        4.42115330769       0.157213692088             0.234375                    0
                  5055           2020-11-23                    1                    3                  462                  353         450.81129157        13.3663345021                  512                  439        446.123356535        6.74848237831                  4.5        4.66195761857        3.78349410504        4.51218570426       0.127480305084              0.23125                    0
                  5056           2020-11-23                    1                    3                  357                  293        348.442622951        7.68569003125                  569                  500        508.135461605        6.03553844785                  4.5        4.50632911392        3.90146471372        4.36031270028      0.0923467109926       0.237096774194                    0
                  5058           2020-11-24                    1                    3                  490                  361        454.587276342         16.884611235                  505                  427        444.700596421        7.97285526743                  4.5        4.93951612903        3.82415254237        4.54831811768        0.16814847479            0.2359375                    0
                  5059           2020-11-24                    1                    3                  490                  374        471.914167916        13.9491653715                  495                  429        437.675037481        6.42419928029                  4.5        4.92370295015        3.87966804979         4.7243189042       0.134533113257             0.228125                    0
                  5060           2020-11-24                    1                    3                  377                  326        367.434650456        7.72522906376                  528                  489        496.489969605        5.32123602997                  4.5        4.74811083123        4.17085427136        4.59761935545      0.0928678353899       0.229230769231                    0
                  5062           2020-11-25                    1                    3                  502                  406        481.715653775        17.1957261031                  473                  424        433.611786372        7.64181630749                  4.5        5.08097165992        4.13021363174        4.82024581143       0.172036168744       0.222388059701                    0
                  5063           2020-11-25                    1                    3                  491                  373        478.486684678        13.4175195331                  496                  430        436.030104207        6.33545864401                  4.5        4.95951417004        3.96386822529         4.7873588011         0.1279133736       0.225373134328                    0
                  5064           2020-11-25                    1                    3                  380                  330        372.339425587        4.98453867271                  528                  487        494.004569191        3.39337474755                  4.5        4.77386934673        4.40100882724        4.65681850177      0.0584979939212       0.227692307692                    0
                  5066           2020-11-26                    1                    4                  508                  394        481.081040332        15.0119386631                  486                  421        434.011684885        6.48477115866                  4.5        5.12639029323        4.24568965517         4.8136894714       0.149466870585       0.212857142857                    0
                  5067           2020-11-26                    1                    4                  507                  371        480.867218282        17.0365602852                  500                  424        434.923167849         8.0935725827                  4.5        5.11088709677        3.79345603272        4.81423407584       0.164776196626             0.228125                    0
                  5068           2020-11-26                    1                    4                  495                  415         482.07965368        12.5445240588                  468                  427        434.770562771        5.67123822223                  4.5        4.97487437186        4.24335378323        4.82970946741       0.119748985579       0.226865671642                    0
                  5069           2020-11-26                    1                    4                  366                  304        356.744810745        8.00150058009                  555                  498        504.765567766        6.05923033864                  4.5        4.77748691099        4.21052631579        4.63510758701      0.0976081755256               0.2375                    0
                  5071           2020-11-27                    1                    4                  518                  387        489.570610687        17.6460096156                  489                  418        430.506870229        7.54560881188                  4.5        5.22222222222        4.20195439739        4.90056632958       0.174255128325       0.219402985075                    0
                  5072           2020-11-27                    1                    4                  514                  392        496.628516378        15.2204594305                  483                  420        428.343737958        6.84700364101                  4.5        5.17623363545        4.04958677686        4.96953422297       0.145576515659       0.219402985075                    0
                  5073           2020-11-27                    1                    4                  394                  342        382.388193202         7.9532131506                  518                  480        487.843768634        5.30203251844                  4.5        4.94325346784        4.35114503817        4.78273389473      0.0958368560756       0.225757575758                    0
                  5077           2020-11-30                    4                    1                  473                  342        436.152542373        28.4753000734                  514                  433        451.718171068        14.7581674015                  4.5        4.75376884422        3.48268839104        4.36566509453       0.281109770991       0.284615384615                    0
                  5078           2020-11-30                    4                    1                  477                  373        455.485463959        13.8907270387                  492                  432        443.512943051        6.79076050645                  4.5        4.79229989868        3.84932920537        4.55838966357       0.135315759121       0.239682539683                    0
                  5080           2020-11-30                    4                    1                  362                  312        352.315827338        6.63500374342                  539                  498         505.10647482        4.95985623824                  4.5        4.55233291299        3.99487836108        4.40504909822      0.0805910921282       0.243548387097                    0
                  5082           2020-12-01                    4                    1                  493                  345        460.069349623        19.3182363684                  518                  427         442.15594682        9.25322134777                  4.5        4.95477386935        3.65853658537        4.60410727671       0.189830865908       0.251666666667                    0
                  5083           2020-12-01                    4                    1                  513                  387        485.594802343        12.0524786822                  486                  418        431.710468521        5.30248914588                  4.5        5.15609264854        4.14346895075        4.85710363436       0.116062338091       0.228787878788                    0
                  5084           2020-12-01                    4                    1                  379                  328        370.751898734        6.85208756437                  527                  487        494.261392405        4.71806687354                  4.5        4.78481012658        4.21593830334        4.63553701906      0.0842505507043       0.227272727273                    0
                  5087           2020-12-02                    4                    2                  509                  396          491.0043256        12.8611409711                  495                  420          429.6287849        5.64953559474                  4.5        5.12145748988        4.12930135558        4.91170678448       0.125197449594       0.236507936508                    0
                  5088           2020-12-02                    4                    2                  524                  393        503.083481984        16.1630391161                  483                  417         425.24402426        7.16362674413                  4.5        5.28816986855        4.03076923077        5.03374035048       0.157693745895       0.226153846154                    0
                  5089           2020-12-02                    4                    2                  392                  329        384.845164153        5.05115632826                  527                  480        485.871783496         3.4426435741                  4.5        4.94310998736        4.32325886991         4.8132552465       0.060529229523       0.224242424242                    0
                  5091           2020-12-03                    4                    2                  509                  438         494.00592154        10.4595358136                  457                  421        428.580680977        4.38083064138                  4.5        5.15768056968        4.44670050761        4.93860244148       0.103436274213       0.208450704225                    0
                  5092           2020-12-03                    4                    2                  526                  424        505.453207547        13.0274702179                  464                  416        424.465283019        5.60832622385                  4.5        5.31440162272        4.38923395445        5.05605623764       0.126521762574            0.2359375                    0
                  5094           2020-12-04                    4                    2                  510                  414        493.437522902        12.6842246809                  470                  420        428.827409307        5.30083304721                  4.5        5.21421107628         4.3487394958        4.93616333909       0.124950115769        0.20985915493                    0
                  5095           2020-12-04                    4                    2                  538                  432        507.103500761        13.2299624169                  461                  410        424.142694064        5.61944769863                  4.5        5.40950455005        4.39243027888        5.06934590365        0.12880916506       0.227272727273                    0
                  5096           2020-12-04                    4                    2                  394                  330        386.535480624        6.53534575558                  531                  480        485.481127328        4.37704828893                  4.5        4.97474747475        4.45997458704        4.83275970548      0.0790700890023       0.220895522388                    0
                  5098           2020-12-07                    4                    2                  479                  361        460.092258749        15.4353452671                  503                  433        442.538352775        7.57493701696                  4.5        4.83772819473        3.88172043011         4.6034539993       0.153587605664       0.227272727273                    0
                  5106           2020-12-07                    4                    4                  479                  331        460.573470555        18.8948189908                  528                  433        443.249285306        9.84549920264                  4.5        4.82793522267        3.58225108225        4.60947865396       0.183585959722       0.238709677419                    0
                  5107           2020-12-07                    4                    4                  374                  318        365.427298311        7.23855541153                  537                  490        498.242026266        5.02111463142                  4.5        4.72151898734        4.11838790932        4.57049605889      0.0883770999118       0.231818181818                    0
                  5109           2020-12-08                    4                    4                  509                  381         487.16355962         20.292106597                  490                  421        431.640520577        8.98125244848                  4.5        5.15768056968        3.91975308642        4.87716399994       0.200269345583       0.223188405797                    0
                  5110           2020-12-08                    4                    4                  509                  389        489.097335307        14.6581247799                  484                  421        431.775351591        6.72062345148                  4.5        5.13622603431        4.07329842932        4.89304040499       0.141501028298            0.2234375                    0
                  5111           2020-12-08                    4                    4                  385                  344        377.937271302        6.80235778119                  517                  484        491.138525876        4.59358689773                  4.5        4.86075949367         4.3570536829        4.72359195106      0.0830830112196       0.223880597015                    0
                  5113           2020-12-09                    4                    4                  518                  410        493.310648801        16.7666440306                  474                  418        429.748589563        7.17536100039                  4.5        5.22222222222        4.20081967213        4.93682767965       0.166201179847               0.2125                    0
                  5114           2020-12-09                    4                    4                  530                  406        505.749174917        18.5558003018                  474                  414         425.34726806        8.19469130497                  4.5        5.36437246964        4.10515672396        5.05879948586       0.180285374474       0.227692307692                    0
                  5115           2020-12-09                    4                    4                  403                  386                394.5                  8.5                  484                  480                  482                    2                  4.5        4.26991150442        4.26455026455        4.26723088449     0.00268061993726       0.233846153846                    0
                  5117           2020-12-10                    4                    4                  513                  409        494.750917095         11.496496527                  483                  420        429.149303008        4.83021464003                  4.5        5.19387755102        4.39784946237        4.94798199727        0.11410039084       0.211267605634                    0
                  5118           2020-12-10                    4                    4                  535                  427        515.492630803        14.8791539919                  462                  413        421.543478261        6.21926102131                  4.5        5.38617886179        4.36605316973        5.15785438382        0.14458206798       0.220588235294                    0
                  5119           2020-12-10                    4                    5                  394                  333        385.760023585         6.5924721935                  533                  480        486.507075472        4.38007893161                  4.5        4.96212121212        4.43408788282        4.82294314529       0.080562854679       0.229230769231                    0
                  5121           2020-12-11                    4                    5                  512                  430        496.372305444        11.2843414187                  462                  420        428.854585312        4.72348762961                  4.5        5.17766497462         4.4745057232        4.96419571727       0.113507344844       0.205633802817                    0
                  5122           2020-12-11                    4                    5                  533                  415        506.000773096        14.1262187929                  473                  414        425.659451102        6.09875488444                  4.5        5.36757301108        4.26515930113        5.06352165596       0.138261128875       0.226865671642                    0
                  5123           2020-12-11                    4                    5                  530                  427        513.639266304        13.6153847806                  465                  416        422.983016304        5.76006771074                  4.5        5.35353535354        4.49001051525        5.14022835806       0.130861041388       0.228787878788                    0
                  5125           2020-12-14                    4                    5                  480                  394        459.343099188         12.739405357                  481                  433        443.408400988        6.07641886636                  4.5        4.83838383838        4.04102564103        4.59610894219       0.128450521972                0.225                    0
                  5126           2020-12-14                    4                    5                  511                  400        489.652123995        15.8138905828                  479                  420        431.011481056        6.92067722664                  4.5        5.15640766902        4.17101147028        4.90000405185        0.15524269569       0.222727272727                    0
                  5127           2020-12-14                    4                    5                  510                  389         488.62745098        25.9113895162                  489                  421        432.764073371        11.7119388901                  4.5        5.16194331984        4.22826086957        4.99023359755        0.12666898259       0.225373134328                    0
                  5129           2020-12-15                    4                    3                  503                  425        484.638730385        10.5360435957                  464                  424        433.389087019        4.41024396214                  4.5        5.07070707071        4.39049586777        4.84530400071        0.10531768081       0.214084507042                    0
                  5130           2020-12-15                    4                    3                  523                  393        508.226631057        14.2223765361                  483                  417        424.221671118        6.13121836521                  4.5        5.28282828283        4.15433403805        5.08474360809       0.138358906802       0.219117647059                    0
                  5131           2020-12-15                    4                    3                  391                  338        383.277777778        7.27229891916                  527                  481        488.075396825        4.90447134034                  4.5        4.93686868687        4.41830065359        4.79285054635      0.0872643757861       0.230158730159                    0
                  5132           2020-12-15                    4                    3                  396                  344        385.827190827        8.77578275905                  520                  480        486.710892711        5.82272547551                  4.5        4.97474747475        4.43298969072        4.82609692538       0.106050110425              0.23125                    0
                  5134           2020-12-16                    4                    3                  510                  429        493.801910152        11.7932170358                  461                  421        429.670321896        4.91939772769                  4.5        5.14690982776        4.36419125127        4.93732525164        0.11836489106       0.206944444444                    0
                  5135           2020-12-16                    4                    3                  539                  412        522.712621359         13.940948134                  474                  411        418.923883495        5.56923174235                  4.5        5.43983822042        4.50765864333        5.22882199361       0.133854843405       0.223529411765                    0
                  5136           2020-12-16                    4                    3                  529                  439        507.962633452        15.4790764126                  457                  416        425.037366548        6.56912536123                  4.5        5.31658291457        4.59205020921        5.09440223461       0.144474488865       0.225757575758                    0
                  5138           2020-12-17                    4                    3                  522                  451        509.350922509        6.80837536889                  452                  417        423.362730627        2.85223003278                  4.5        5.25679758308        4.67357512953        5.09039003832      0.0691985093714       0.206944444444                    0
                  5139           2020-12-17                    4                    3                  554                  396        525.452566096        15.9843334685                  483                  407        417.898911353        6.35478160157                  4.5        5.58467741935        4.27184466019        5.25473544701       0.153868568958       0.229230769231                    0
                  5142           2020-12-18                    4                    5                  521                  391        486.829437546        18.0359124272                  486                  418        432.862308254        7.81733315568                  4.5        5.25201612903        4.18629550321         4.8706947527       0.177364114314       0.211267605634                    0
                  5143           2020-12-18                    4                    5                  514                  421        492.650553506        10.5753328905                  470                  421        431.188560886         4.6685192619                  4.5        5.17102615694        4.36269430052        4.92908785896       0.102460912247       0.222388059701                    0
                  5144           2020-12-18                    4                    5                  463                  415        439.475177305        6.07095346979                  471                  443        456.641134752        3.19267936837                  4.5        4.97237569061        4.51446280992        4.84401844977      0.0671351041293       0.222058823529                    0
                  5150           2020-12-21                    4                    1                  671                  314        586.742930591        57.8614273014                  508                  325        350.969722936        20.5303628444                    4          6.757852077        3.30874604847        5.88176929818       0.568141437973       0.226865671642                    0
                  5152           2020-12-21                    4                    1                  731                  333        674.105741429        56.8935574695                  489                  312        326.277158199        16.1349511571                    4        7.37108190091        3.55010660981        6.76682170686       0.563273937896       0.210144927536                    0
                  5153           2020-12-21                    4                    1                  453                  308        427.624413146        23.0400026067                  486                  392        407.363067293        12.3907285489                    4        5.70528967254                    4        5.35514390909       0.277044427587       0.202739726027                    0
                  5155           2020-12-22                    4                    1                  717                  410        653.213015647        42.7590232532                  423                  314        329.875533428        11.3223560104                    4        7.21047331319         4.2531120332        6.55282974779       0.423530854229       0.185542168675                    0
                  5156           2020-12-22                    4                    1                  784                  400        728.540074906        48.6371153879                  426                  301        313.775655431        10.7100816659                    4        7.90909090909        4.37636761488        7.30853825058       0.479087199798       0.164835164835                    0
                  5157           2020-12-22                    4                    1                  668                  465        638.618944324        28.5727267031                  395                  325         333.33911786        7.55782498657                    4        7.43875278396        4.82866043614        7.06075753872       0.371714624294       0.144444444444                    0
                  5159           2020-12-23                    4                    1                  815                  433        740.044467787        51.2497023035                  413                  297         311.31162465        10.3640433364                    4        8.23886639676        4.51511991658        7.42738157262       0.507320960499       0.163736263736                    0
                  5160           2020-12-23                    4                    1                  893                  469        829.263377609        59.4267403056                  391                  287        296.957495256         10.325393606                    4        9.00809716599        4.92647058824        8.31915845561       0.584625211503       0.152040816327                    0
                  5161           2020-12-23                    4                    1                  540                  366        517.673647469        26.2602418174                  439                  358        368.589877836        10.0253275498                    4        6.82680151707        4.85411140584        6.49037083921       0.315714113572       0.157142857143                    0
                  5164           2020-12-24                    4                    1                  834                  434        763.794675419         55.596150481                  408                  294        307.014952589        10.8812700336                    4        8.39231547017        4.49275362319        7.66021845979       0.546190061993       0.181927710843                    0
